Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
E	Empieza por	Comunidad formada por los seres vivos y el medio físico en el que se relacionan.	Ecosistema	Ciencia	Medio	ES
E	Empieza por	Flujo de carga eléctrica que recorre un material conductor.	Electricidad	Ciencia	Medio	ES
F	Empieza por	Proceso químico por el cual las plantas transforman la luz solar en energía.	Fotosíntesis	Ciencia	Medio	ES
F	Empieza por	Fuerza que se opone al movimiento de una superficie sobre otra.	Fricción	Ciencia	Medio	ES
F	Empieza por	Cambio de estado de sólido a líquido por la acción del calor.	Fusión	Ciencia	Medio	ES
G	Empieza por	Parte de la biología que estudia los genes y la herencia.	Genética	Ciencia	Medio	ES
G	Empieza por	Ciencia que estudia la composición, estructura y evolución de la Tierra.	Geología	Ciencia	Medio	ES
G	Empieza por	Célula de la sangre (roja o blanca) encargada de transportar oxígeno o defender al organismo.	Glóbulo	Ciencia	Medio	ES
H	Empieza por	Entorno natural en el que vive una especie animal o vegetal.	Hábitat	Ciencia	Medio	ES
H	Empieza por	Elemento químico más ligero y abundante del universo.	Hidrógeno	Ciencia	Medio	ES
H	Empieza por	Salida abundante de sangre por rotura de vasos sanguíneos.	Hemorragia	Ciencia	Medio	ES
I	Empieza por	Propiedad de los cuerpos de mantener su estado de reposo o movimiento si no actúa una fuerza sobre ellos.	Inercia	Ciencia	Medio	ES
I	Empieza por	Capacidad del organismo para resistir y defenderse de una infección o enfermedad.	Inmunidad	Ciencia	Medio	ES
I	Empieza por	Parte coloreada del ojo que controla la cantidad de luz que entra en la pupila.	Iris	Ciencia	Medio	ES
J	Empieza por	Unidad del Sistema Internacional utilizada para medir energía, trabajo y calor.	Julio	Ciencia	Medio	ES
J	Empieza por	Periodo geológico de la Era Mesozoica conocido por el dominio de los grandes dinosaurios.	Jurásico	Ciencia	Medio	ES
J	Empieza por	Macho del cerdo salvaje, mamífero de gran fortaleza y colmillos salientes.	Jabalí	Ciencia	Medio	ES
K	Empieza por	Unidad básica de temperatura en el Sistema Internacional.	Kelvin	Ciencia	Medio	ES
K	Empieza por	Unidad de potencia eléctrica que equivale a 1000 vatios.	Kilovatio	Ciencia	Medio	ES
K	Empieza por	Elemento químico, gas noble, cuyo símbolo es Kr.	Kriptón	Ciencia	Medio	ES
L	Empieza por	Dispositivo que emite un haz de luz muy intenso y concentrado.	Láser	Ciencia	Medio	ES
L	Empieza por	Forma juvenil de ciertos animales (como insectos o anfibios) antes de la metamorfosis.	Larva	Ciencia	Medio	ES
L	Empieza por	Órgano del conducto respiratorio donde se encuentran las cuerdas vocales.	Laringe	Ciencia	Medio	ES
M	Empieza por	Conjunto de átomos unidos por enlaces químicos; es la parte más pequeña de una sustancia pura.	Molécula	Ciencia	Medio	ES
M	Empieza por	Conjunto de reacciones químicas que ocurren en las células para obtener energía.	Metabolismo	Ciencia	Medio	ES
M	Empieza por	Roca fundida que se encuentra bajo la corteza terrestre a muy alta temperatura.	Magma	Ciencia	Medio	ES
N	Empieza por	Partícula subatómica sin carga eléctrica que se encuentra en el núcleo del átomo.	Neutrón	Ciencia	Medio	ES
N	Empieza por	Célula principal del sistema nervioso encargada de transmitir impulsos.	Neurona	Ciencia	Medio	ES
N	Empieza por	Gas que constituye la mayor parte del aire que respiramos (aprox. 78%).	Nitrógeno	Ciencia	Medio	ES
Ñ	Contiene la	Dolor de cabeza muy intenso y recurrente, a menudo en un solo lado.	Migraña	Ciencia	Medio	ES
Ñ	Contiene la	Uña grande y dura que tienen en las patas animales como el caballo o la cabra.	Pezuña	Ciencia	Medio	ES
Ñ	Contiene la	Tubo por el que se introduce comida o medicamentos en el cuerpo o se extrae sangre.	Cánula	Ciencia	Medio	ES
O	Empieza por	Trayectoria curva que describe un cuerpo celeste alrededor de otro.	Órbita	Ciencia	Medio	ES
O	Empieza por	Gas presente en la atmósfera (O3) que nos protege de la radiación ultravioleta.	Ozono	Ciencia	Medio	ES
O	Empieza por	Animal que se alimenta tanto de plantas como de otros animales.	Omnívoro	Ciencia	Medio	ES
P	Empieza por	Nutriente esencial para el crecimiento y reparación de los tejidos, formado por aminoácidos.	Proteína	Ciencia	Medio	ES
P	Empieza por	Organismo que vive a costa de otro de distinta especie, perjudicándolo.	Parásito	Ciencia	Medio	ES
P	Empieza por	Partícula subatómica con carga eléctrica positiva que está en el núcleo.	Protón	Ciencia	Medio	ES
Q	Empieza por	Proteína rica en azufre que forma la capa externa de la piel, el pelo y las uñas.	Queratina	Ciencia	Medio	ES
Q	Empieza por	Sala de un hospital equipada para realizar operaciones quirúrgicas.	Quirófano	Ciencia	Medio	ES
Q	Empieza por	Masa sólida que se obtiene al madurar la cuajada de la leche.	Queso	Ciencia	Medio	ES
R	Empieza por	Emisión y propagación de energía en forma de ondas o partículas.	Radiación	Ciencia	Medio	ES
R	Empieza por	Reacción involuntaria y rápida del cuerpo ante un estímulo.	Reflejo	Ciencia	Medio	ES
R	Empieza por	Tejido sensible a la luz situado en la parte posterior del ojo.	Retina	Ciencia	Medio	ES
S	Empieza por	Objeto natural o artificial que orbita alrededor de un planeta.	Satélite	Ciencia	Medio	ES
S	Empieza por	Movimiento brusco de la corteza terrestre; terremoto.	Sismo	Ciencia	Medio	ES
S	Empieza por	Elemento químico (Na) muy abundante en la sal marina.	Sodio	Ciencia	Medio	ES
T	Empieza por	Instrumento óptico que permite ver objetos lejanos con mucho detalle.	Telescopio	Ciencia	Medio	ES
T	Empieza por	Conjunto de células similares que realizan una función específica.	Tejido	Ciencia	Medio	ES
T	Empieza por	Parte de la geología que estudia las placas que forman la corteza terrestre.	Tectónica	Ciencia	Medio	ES
U	Empieza por	Elemento químico radiactivo que se utiliza como combustible nuclear.	Uranio	Ciencia	Medio	ES
U	Empieza por	Límite mínimo de estímulo (como dolor o sonido) que una persona puede percibir.	Umbral	Ciencia	Medio	ES
U	Empieza por	Órgano muscular hueco de las hembras de los mamíferos donde se desarrolla el feto.	Útero	Ciencia	Medio	ES
V	Empieza por	Magnitud física que expresa el espacio recorrido por un objeto en una unidad de tiempo.	Velocidad	Ciencia	Medio	ES
V	Empieza por	Preparado biológico que proporciona inmunidad adquirida ante una enfermedad.	Vacuna	Ciencia	Medio	ES
V	Empieza por	Vaso sanguíneo que lleva la sangre desde los tejidos hacia el corazón.	Vena	Ciencia	Medio	ES
W	Contiene la	Unidad de potencia del Sistema Internacional (Vatio en inglés).	Watt	Ciencia	Medio	ES
W	Contiene la	Científico inglés que formuló la ley de la gravitación universal (Isaac...).	Newton	Ciencia	Medio	ES
W	Contiene la	Conjunto de programas y rutinas que permiten a la computadora realizar tareas.	Software	Ciencia	Medio	ES
X	Empieza por	Elemento químico, gas noble, incoloro y muy pesado, usado en lámparas y flashes.	Xenón	Ciencia	Medio	ES
X	Contiene la	Suspensión de la respiración por falta de oxígeno.	Asfixia	Ciencia	Medio	ES
X	Contiene la	Parte del tronco humano situada entre el cuello y el abdomen.	Tórax	Ciencia	Medio	ES
Y	Empieza por	Elemento químico halógeno de color violeta oscuro, usado como desinfectante.	Yodo	Ciencia	Medio	ES
Y	Empieza por	Mineral de sulfato de calcio que se usa en construcción y escultura.	Yeso	Ciencia	Medio	ES
Y	Empieza por	Vena grande del cuello que recoge la sangre de la cabeza.	Yugular	Ciencia	Medio	ES
Z	Empieza por	Elemento químico metálico (Zn) usado para proteger el acero de la corrosión.	Zinc	Ciencia	Medio	ES
Z	Empieza por	Abeja macho cuya función principal es fecundar a la reina.	Zángano	Ciencia	Medio	ES
Z	Empieza por	Región climática definida por unas determinadas temperaturas y precipitaciones.	Zona	Ciencia	Medio	ES
A	Empieza por	Muerte celular programada que ocurre de manera natural y controlada en el desarrollo de un organismo.	Apoptosis	Ciencia	Difícil	ES
A	Empieza por	Partícula hipotética de materia oscura o, en física real, ion con carga eléctrica negativa.	Anión	Ciencia	Difícil	ES
A	Empieza por	Porcentaje de radiación que cualquier superficie refleja respecto a la radiación que incide sobre ella.	Albedo	Ciencia	Difícil	ES
B	Empieza por	Partícula elemental mediadora de la interacción nuclear, como el de Higgs.	Bosón	Ciencia	Difícil	ES
B	Empieza por	Organismos que habitan en el fondo de los ecosistemas acuáticos, a diferencia del plancton.	Bentos	Ciencia	Difícil	ES
B	Empieza por	Escala utilizada para medir la dureza de los materiales a través de la penetración de una bola de acero.	Brinell	Ciencia	Difícil	ES
C	Empieza por	Sustancia que aumenta la velocidad de una reacción química sin consumirse en el proceso.	Catalizador	Ciencia	Difícil	ES
C	Empieza por	Técnica de laboratorio utilizada para separar los componentes de una mezcla.	Cromatografía	Ciencia	Difícil	ES
C	Empieza por	Fluido gelatinoso que llena el interior de una célula, excluyendo el núcleo.	Citoplasma	Ciencia	Difícil	ES
D	Empieza por	Prolongación ramificada de una neurona dedicada a la recepción de impulsos nerviosos.	Dendrita	Ciencia	Difícil	ES
D	Empieza por	Fenómeno característico de las ondas que se basa en la desviación de estas al encontrar un obstáculo.	Difracción	Ciencia	Difícil	ES
D	Empieza por	Procedimiento médico que filtra artificialmente la sangre cuando los riñones no funcionan.	Diálisis	Ciencia	Difícil	ES
E	Empieza por	Magnitud termodinámica que mide el grado de desorden molecular de un sistema.	Entropía	Ciencia	Difícil	ES
E	Empieza por	Proteína compleja que actúa como catalizador biológico acelerando reacciones vitales.	Enzima	Ciencia	Difícil	ES
E	Empieza por	Parte de la química que estudia las relaciones cuantitativas entre los reactivos y productos.	Estequiometría	Ciencia	Difícil	ES
F	Empieza por	Partícula elemental portadora de todas las formas de radiación electromagnética, incluida la luz.	Fotón	Ciencia	Difícil	ES
F	Empieza por	Reacción nuclear en la que un núcleo pesado se divide en otros más ligeros liberando energía.	Fisión	Ciencia	Difícil	ES
F	Empieza por	Conjunto de caracteres visibles que un individuo presenta como resultado de la interacción entre su genotipo y el medio.	Fenotipo	Ciencia	Difícil	ES
G	Empieza por	Conjunto completo de ADN de un organismo, incluyendo todos sus genes.	Genoma	Ciencia	Difícil	ES
G	Empieza por	Célula reproductora masculina o femenina (espermatozoide u óvulo) con carga cromosómica haploide.	Gameto	Ciencia	Difícil	ES
G	Empieza por	Vía metabólica encargada de oxidar la glucosa para obtener energía para la célula.	Glucólisis	Ciencia	Difícil	ES
H	Empieza por	Capacidad de los organismos vivos para mantener una condición interna estable y constante.	Homeostasis	Ciencia	Difícil	ES
H	Empieza por	Reacción química en la que una molécula de agua rompe uno o más enlaces químicos.	Hidrólisis	Ciencia	Difícil	ES
H	Empieza por	Región del cerebro que controla la temperatura corporal, el hambre y la sed.	Hipotálamo	Ciencia	Difícil	ES
I	Empieza por	Átomo de un mismo elemento químico que tiene diferente número de neutrones en su núcleo.	Isótopo	Ciencia	Difícil	ES
I	Empieza por	Capa de la atmósfera terrestre que Contiene la una elevada concentración de iones y refleja ondas de radio.	Ionosfera	Ciencia	Difícil	ES
I	Empieza por	Compuestos químicos que tienen la misma fórmula molecular pero diferente estructura.	Isómeros	Ciencia	Difícil	ES
J	Empieza por	Planeta gaseoso gigante similar a Júpiter, término usado en exoplanetología.	Joviano	Ciencia	Difícil	ES
J	Empieza por	Apellido del físico inglés (James Prescott...) cuyo nombre lleva la unidad de energía del Sistema Internacional.	Joule	Ciencia	Difícil	ES
J	Empieza por	Periodo geológico de la era Mesozoica que sigue al Triásico y precede al Cretácico.	Jurásico	Ciencia	Difícil	ES
K	Empieza por	Ciclo metabólico fundamental (o del ácido cítrico) que forma parte de la respiración celular.	Krebs	Ciencia	Difícil	ES
K	Empieza por	Apellido del astrónomo que formuló las tres leyes sobre el movimiento de los planetas alrededor del Sol.	Kepler	Ciencia	Difícil	ES
K	Empieza por	Proteína fibrosa rica en azufre que constituye el componente principal del cabello y las uñas.	Queratina	Ciencia	Difícil	ES
L	Empieza por	Capa externa y rígida de la Tierra, formada por la corteza y la parte superior del manto.	Litosfera	Ciencia	Difícil	ES
L	Empieza por	Biomolécula orgánica insoluble en agua (grasas, ceras, esteroles) que almacena energía.	Lípido	Ciencia	Difícil	ES
L	Empieza por	Ruptura de la membrana celular que produce la salida del material intracelular.	Lisis	Ciencia	Difícil	ES
M	Empieza por	Orgánulo celular encargado de suministrar la mayor parte de la energía necesaria para la actividad celular.	Mitocondria	Ciencia	Difícil	ES
M	Empieza por	Proceso de división celular en el que se obtienen dos células hijas genéticamente idénticas.	Mitosis	Ciencia	Difícil	ES
M	Empieza por	Unidad de concentración química que expresa el número de moles de soluto por litro de disolución.	Molaridad	Ciencia	Difícil	ES
N	Empieza por	Nube gigante de polvo y gas en el espacio, lugar donde nacen las estrellas.	Nebulosa	Ciencia	Difícil	ES
N	Empieza por	Partícula subatómica elemental con masa muy pequeña y sin carga eléctrica, muy difícil de detectar.	Neutrino	Ciencia	Difícil	ES
N	Empieza por	Unidad estructural y funcional básica del riñón, responsable de la purificación de la sangre.	Nefrona	Ciencia	Difícil	ES
Ñ	Contiene la	Animal que se alimenta de cadáveres de otros animales sin haber participado en su caza.	Carroñero	Ciencia	Difícil	ES
Ñ	Contiene la	Antílope africano de gran tamaño que realiza grandes migraciones anuales.	Ñu	Ciencia	Difícil	ES
Ñ	Contiene la	Sustancia nociva para la salud, veneno.	Ponzoña	Ciencia	Difícil	ES
O	Empieza por	Difusión pasiva de agua a través de una membrana semipermeable desde una zona de menor a mayor concentración.	Ósmosis	Ciencia	Difícil	ES
O	Empieza por	Proceso geológico mediante el cual se forman las montañas y cordilleras.	Orogenia	Ciencia	Difícil	ES
O	Empieza por	Reacción química en la que un elemento cede electrones.	Oxidación	Ciencia	Difícil	ES
P	Empieza por	Membrana fibrosa doble que envuelve el corazón y los grandes vasos sanguíneos.	Pericardio	Ciencia	Difícil	ES
P	Empieza por	Macromolécula formada por la unión de muchas unidades pequeñas idénticas llamadas monómeros.	Polímero	Ciencia	Difícil	ES
P	Empieza por	Estrella de neutrones que emite radiación periódica y gira a gran velocidad.	Púlsar	Ciencia	Difícil	ES
Q	Empieza por	Partícula elemental que constituye la materia, combinándose para formar protones y neutrones.	Quark	Ciencia	Difícil	ES
Q	Empieza por	Piezas bucales en forma de pinza o colmillo que poseen los arácnidos.	Quelíceros	Ciencia	Difícil	ES
Q	Empieza por	Fuente de radio astronómica cuasi-estelar, que es el núcleo activo de una galaxia lejana.	Cuásar	Ciencia	Difícil	ES
R	Empieza por	Orgánulo celular donde se sintetizan las proteínas.	Ribosoma	Ciencia	Difícil	ES
R	Empieza por	Cambio de dirección que experimenta una onda al pasar de un medio material a otro.	Refracción	Ciencia	Difícil	ES
R	Empieza por	Fenómeno físico que ocurre cuando la frecuencia de una fuerza aplicada coincide con la frecuencia natural de un sistema.	Resonancia	Ciencia	Difícil	ES
S	Empieza por	Espacio de comunicación entre dos neuronas para la transmisión del impulso nervioso.	Sinapsis	Ciencia	Difícil	ES
S	Empieza por	Cambio de estado de sólido a gas directamente, sin pasar por líquido.	Sublimación	Ciencia	Difícil	ES
S	Empieza por	Asociación íntima de organismos de especies diferentes para beneficiarse mutuamente.	Simbiosis	Ciencia	Difícil	ES
T	Empieza por	Rama de la física que describe los estados de equilibrio a nivel macroscópico y el calor.	Termodinámica	Ciencia	Difícil	ES
T	Empieza por	Ciencia que se encarga de la clasificación biológica de los seres vivos.	Taxonomía	Ciencia	Difícil	ES
T	Empieza por	Capa más baja de la atmósfera donde ocurren los fenómenos meteorológicos.	Troposfera	Ciencia	Difícil	ES
U	Empieza por	Base nitrogenada que se encuentra en el ARN pero no en el ADN (sustituye a la timina).	Uracilo	Ciencia	Difícil	ES
U	Empieza por	Conducto por el que desciende la orina desde el riñón a la vejiga.	Uréter	Ciencia	Difícil	ES
U	Empieza por	Onda acústica cuya frecuencia está por encima del espectro audible del oído humano.	Ultrasonido	Ciencia	Difícil	ES
V	Empieza por	Número de electrones que un átomo necesita ganar, perder o compartir para estabilizarse.	Valencia	Ciencia	Difícil	ES
V	Empieza por	Agente biológico (como un mosquito) que transmite un patógeno de un huésped a otro.	Vector	Ciencia	Difícil	ES
V	Empieza por	Resistencia que opone un fluido a su deformación o a fluir (su "espesor").	Viscosidad	Ciencia	Difícil	ES
W	Empieza por	Elemento químico de símbolo W, metal muy duro y con el punto de fusión más alto (Tungsteno).	Wolframio	Ciencia	Difícil	ES
W	Empieza por	Apellido del geólogo alemán (Alfred...) que desarrolló la teoría de la deriva continental.	Wegener	Ciencia	Difícil	ES
W	Contiene la	Aplicación informática que permite visualizar documentos de la web (Navegador en inglés).	Browser	Ciencia	Difícil	ES
X	Empieza por	Tejido vegetal que transporta agua y sales minerales desde la raíz al resto de la planta.	Xilema	Ciencia	Difícil	ES
X	Empieza por	Planta adaptada para vivir en ambientes secos con poca agua, como el cactus.	Xerófila	Ciencia	Difícil	ES
X	Contiene la	Prolongación única y larga de las neuronas que conduce el impulso nervioso hacia otras células.	Axón	Ciencia	Difícil	ES
Y	Empieza por	Segunda parte del intestino delgado, situada entre el duodeno y el íleon.	Yeyuno	Ciencia	Difícil	ES
Y	Empieza por	Lugar geológico donde se encuentra una concentración natural de minerales o fósiles.	Yacimiento	Ciencia	Difícil	ES
Y	Empieza por	Elemento químico de número atómico 39, metal de transición plateado.	Itrio	Ciencia	Difícil	ES
Z	Empieza por	Célula resultante de la unión del gameto masculino y femenino; el óvulo fecundado.	Zigoto	Ciencia	Difícil	ES
Z	Empieza por	Conjunto de organismos animales microscópicos que flotan en el agua (a diferencia del fitoplancton).	Zooplancton	Ciencia	Difícil	ES
Z	Empieza por	Punto de la esfera celeste situado verticalmente justo encima del observador (opuesto al Nadir).	Cenit	Ciencia	Difícil	ES
						
A	Starts with	The continent where the United States and Canada are located.	America	General	Fácil	EN
A	Starts with	A red or green fruit that keeps the doctor away.	Apple	General	Fácil	EN
A	Starts with	The month that comes after March.	April	General	Fácil	EN
B	Starts with	The famous clock tower located in London.	Big Ben	General	Fácil	EN
B	Starts with	The color of the sky on a sunny day.	Blue	General	Fácil	EN
B	Starts with	The flying mammal associated with Batman.	Bat	General	Fácil	EN
C	Starts with	The country located directly north of the United States.	Canada	General	Fácil	EN
C	Starts with	A common household pet that likes to chase mice.	Cat	General	Fácil	EN
C	Starts with	A popular hot drink made from roasted beans, often drank in the morning.	Coffee	General	Fácil	EN
D	Starts with	A common pet known as "man's best friend".	Dog	General	Fácil	EN
D	Starts with	The twelfth and last month of the year.	December	General	Fácil	EN
D	Starts with	The first name of the famous Disney duck.	Donald	General	Fácil	EN
E	Starts with	The planet we live on.	Earth	General	Fácil	EN
E	Starts with	The largest land animal, known for its long trunk.	Elephant	General	Fácil	EN
E	Starts with	The European country whose capital is London.	England	General	Fácil	EN
F	Starts with	The day of the week that comes before Saturday.	Friday	General	Fácil	EN
F	Starts with	Something hot that burns and gives off light and heat.	Fire	General	Fácil	EN
F	Starts with	The most popular sport in the world, played with a round ball.	Football	General	Fácil	EN
G	Starts with	The color of grass and leaves.	Green	General	Fácil	EN
G	Starts with	A European country famous for sausages and its capital Berlin.	Germany	General	Fácil	EN
G	Starts with	A musical instrument with six strings often used in rock bands.	Guitar	General	Fácil	EN
H	Starts with	A holiday celebrated on October 31st with costumes and candy.	Halloween	General	Fácil	EN
H	Starts with	The organ in your chest that pumps blood.	Heart	General	Fácil	EN
H	Starts with	A building where people live with their families.	House	General	Fácil	EN
I	Starts with	The European country known as the Emerald Isle, associated with St. Patrick.	Ireland	General	Fácil	EN
I	Starts with	A piece of land completely surrounded by water.	Island	General	Fácil	EN
I	Starts with	Frozen water.	Ice	General	Fácil	EN
J	Starts with	The first month of the year.	January	General	Fácil	EN
J	Starts with	An Asian country known for sushi and its capital Tokyo.	Japan	General	Fácil	EN
J	Starts with	Popular casual pants made of denim.	Jeans	General	Fácil	EN
K	Starts with	A male ruler of a country, like Charles III.	King	General	Fácil	EN
K	Starts with	A jumping Australian animal that carries its baby in a pouch.	Kangaroo	General	Fácil	EN
K	Starts with	The room in a house where you cook food.	Kitchen	General	Fácil	EN
L	Starts with	The capital city of the United Kingdom.	London	General	Fácil	EN
L	Starts with	A large wild cat known as the "king of the jungle".	Lion	General	Fácil	EN
L	Starts with	A strong feeling of affection, symbolized by a heart.	Love	General	Fácil	EN
M	Starts with	The natural satellite that shines in the night sky.	Moon	General	Fácil	EN
M	Starts with	The first day of the working week.	Monday	General	Fácil	EN
M	Starts with	A white liquid produced by cows that you drink or put in cereal.	Milk	General	Fácil	EN
N	Starts with	A famous American city known for the Statue of Liberty.	New York	General	Fácil	EN
N	Starts with	The time of day when it is dark and people go to sleep.	Night	General	Fácil	EN
N	Starts with	The number that comes after eight.	Nine	General	Fácil	EN
O	Starts with	A round citrus fruit that shares its name with a color.	Orange	General	Fácil	EN
O	Starts with	A very large body of salt water, like the Atlantic or Pacific.	Ocean	General	Fácil	EN
O	Starts with	The month when Halloween is celebrated.	October	General	Fácil	EN
P	Starts with	The color of a pig or a flamingo.	Pink	General	Fácil	EN
P	Starts with	A pink farm animal that gives us bacon.	Pig	General	Fácil	EN
P	Starts with	A flying vehicle with wings used for travel.	Plane	General	Fácil	EN
Q	Starts with	A female ruler of a country, like Elizabeth II.	Queen	General	Fácil	EN
Q	Starts with	An adjective meaning fast or moving with speed.	Quick	General	Fácil	EN
Q	Starts with	A sentence worded to get information, ending with a specific mark.	Question	General	Fácil	EN
R	Starts with	The color of blood, tomatoes, and strawberries.	Red	General	Fácil	EN
R	Starts with	A large natural stream of water flowing to the sea.	River	General	Fácil	EN
R	Starts with	A small animal with long ears that eats carrots.	Rabbit	General	Fácil	EN
S	Starts with	The bright star in the sky that gives us light and heat during the day.	Sun	General	Fácil	EN
S	Starts with	The first day of the weekend.	Saturday	General	Fácil	EN
S	Starts with	The hottest season of the year.	Summer	General	Fácil	EN
T	Starts with	What you measure with a clock or watch.	Time	General	Fácil	EN
T	Starts with	The day of the week between Monday and Wednesday.	Tuesday	General	Fácil	EN
T	Starts with	A popular hot drink in England made from leaves.	Tea	General	Fácil	EN
U	Starts with	An object you open to protect yourself from the rain.	Umbrella	General	Fácil	EN
U	Starts with	The brother of your father or mother.	Uncle	General	Fácil	EN
U	Starts with	The acronym for the United States of America.	USA	General	Fácil	EN
V	Starts with	A road vehicle used for transporting goods or groups of people, larger than a car.	Van	General	Fácil	EN
V	Starts with	Plants or parts of plants used as food, like carrots and broccoli.	Vegetables	General	Fácil	EN
V	Starts with	A musical instrument with strings played with a bow.	Violin	General	Fácil	EN
W	Starts with	The clear liquid you drink to stay hydrated.	Water	General	Fácil	EN
W	Starts with	The color of snow and milk.	White	General	Fácil	EN
W	Starts with	The coldest season of the year.	Winter	General	Fácil	EN
X	Contains	A car with a driver that you pay to take you somewhere.	Taxi	General	Fácil	EN
X	Contains	A wild animal similar to a dog with a bushy tail and reddish fur.	Fox	General	Fácil	EN
X	Contains	A square or rectangular container made of cardboard.	Box	General	Fácil	EN
Y	Starts with	The color of lemons and the sun.	Yellow	General	Fácil	EN
Y	Starts with	The opposite of "no".	Yes	General	Fácil	EN
Y	Starts with	A period of 365 days.	Year	General	Fácil	EN
Z	Starts with	An African animal that looks like a horse with black and white stripes.	Zebra	General	Fácil	EN
Z	Starts with	A place where you can go to see wild animals.	Zoo	General	Fácil	EN
Z	Starts with	The number that means nothing.	Zero	General	Fácil	EN
A	Starts with	The capital city of Greece, famous for the Acropolis.	Athens	General	Medio	EN
A	Starts with	The American astronaut who was the first person to walk on the Moon.	Armstrong	General	Medio	EN
A	Starts with	The ocean located between North America and Europe.	Atlantic	General	Medio	EN
B	Starts with	The legendary British rock band formed in Liverpool in the 1960s.	Beatles	General	Medio	EN
B	Starts with	The capital city of Germany, known for a wall that fell in 1989.	Berlin	General	Medio	EN
B	Starts with	A popular American sport played with a bat, a ball, and bases.	Baseball	General	Medio	EN
C	Starts with	The ancient Roman amphitheater where gladiators used to fight.	Colosseum	General	Medio	EN
C	Starts with	The British Prime Minister who led the country during World War II.	Churchill	General	Medio	EN
C	Starts with	A major US city located in Illinois, often called the "Windy City".	Chicago	General	Medio	EN
D	Starts with	The capital city of Ireland.	Dublin	General	Medio	EN
D	Starts with	The English naturalist who published the theory of evolution.	Darwin	General	Medio	EN
D	Starts with	The large arid region in Northern Africa known as the Sahara.	Desert	General	Medio	EN
E	Starts with	The highest mountain in the world, located in the Himalayas.	Everest	General	Medio	EN
E	Starts with	The official currency used by most countries in the European Union.	Euro	General	Medio	EN
E	Starts with	The famous iron tower located in the center of Paris.	Eiffel	General	Medio	EN
F	Starts with	The monster created from body parts by a scientist in a famous novel.	Frankenstein	General	Medio	EN
F	Starts with	The US state known as the "Sunshine State", home to Miami.	Florida	General	Medio	EN
F	Starts with	The month when Valentine's Day is celebrated.	February	General	Medio	EN
G	Starts with	The massive canyon carved by the Colorado River in Arizona.	Grand Canyon	General	Medio	EN
G	Starts with	The co-founder of Microsoft and famous billionaire philanthropist (Last name).	Gates	General	Medio	EN
G	Starts with	The largest island in the world, located between the Arctic and Atlantic oceans.	Greenland	General	Medio	EN
H	Starts with	The famous fictional boy wizard created by J.K. Rowling.	Harry Potter	General	Medio	EN
H	Starts with	The district in Los Angeles considered the center of the American film industry.	Hollywood	General	Medio	EN
H	Starts with	The US state made entirely of islands in the Pacific Ocean.	Hawaii	General	Medio	EN
I	Starts with	The Asian country where the Taj Mahal is located.	India	General	Medio	EN
I	Starts with	The ancient South American civilization centered in modern-day Peru.	Inca	General	Medio	EN
I	Starts with	The European country shaped like a boot.	Italy	General	Medio	EN
J	Starts with	A popular music genre originating in New Orleans, known for its improvisation.	Jazz	General	Medio	EN
J	Starts with	The Caribbean island country famous for reggae music and Bob Marley.	Jamaica	General	Medio	EN
J	Starts with	The month when the United States celebrates its Independence Day.	July	General	Medio	EN
K	Starts with	The US President who was assassinated in Dallas in 1963 (Last name).	Kennedy	General	Medio	EN
K	Starts with	A traditional knee-length skirt worn by men in Scotland.	Kilt	General	Medio	EN
K	Starts with	The capital and largest city of Jamaica.	Kingston	General	Medio	EN
L	Starts with	The famous museum in Paris where the Mona Lisa is displayed.	Louvre	General	Medio	EN
L	Starts with	The city in Nevada famous worldwide for its casinos and nightlife.	Las Vegas	General	Medio	EN
L	Starts with	The official language spoken in the ancient Roman Empire.	Latin	General	Medio	EN
M	Starts with	The sea located south of Europe and north of Africa.	Mediterranean	General	Medio	EN
M	Starts with	The capital city of Russia.	Moscow	General	Medio	EN
M	Starts with	The famous tragedy by William Shakespeare about a Scottish general.	Macbeth	General	Medio	EN
N	Starts with	The longest river in Africa, which flows through Egypt.	Nile	General	Medio	EN
N	Starts with	The European country known for its fjords, whose capital is Oslo.	Norway	General	Medio	EN
N	Starts with	The first name of the first man to walk on the Moon.	Neil	General	Medio	EN
O	Starts with	The oldest university in the English-speaking world, located in the UK.	Oxford	General	Medio	EN
O	Starts with	The popular name for the Academy Awards given in the film industry.	Oscars	General	Medio	EN
O	Starts with	The capital city of Canada.	Ottawa	General	Medio	EN
P	Starts with	The largest ocean on Earth, located between America and Asia.	Pacific	General	Medio	EN
P	Starts with	The ancient Egyptian monuments built as tombs for pharaohs.	Pyramids	General	Medio	EN
P	Starts with	The capital city of France.	Paris	General	Medio	EN
Q	Contains	The Canadian province where French is the official language.	Quebec	General	Medio	EN
Q	Starts with	The Middle Eastern country that hosted the 2022 FIFA World Cup.	Qatar	General	Medio	EN
Q	Contains	A sudden and violent shaking of the ground.	Earthquake	General	Medio	EN
R	Starts with	The capital city of Italy.	Rome	General	Medio	EN
R	Starts with	The famous British rock band led by Mick Jagger.	Rolling Stones	General	Medio	EN
R	Starts with	The largest country in the world by land area.	Russia	General	Medio	EN
S	Starts with	The English playwright who wrote "Romeo and Juliet" and "Hamlet".	Shakespeare	General	Medio	EN
S	Starts with	The Australian city famous for its unique Opera House.	Sydney	General	Medio	EN
S	Starts with	The capital city of South Korea.	Seoul	General	Medio	EN
